Company_Code,Vendor_Code,Vendor_Name,PAN,Person_Code,Bill_Date,Bill_No,PO_Number,GL,GL_Description,Description,Bill_Amount,Basic_Amount,Posting_Date,Document_Type,Document_No,TDS_Section_Code,TDS_Section,TDS_Rate,TDS_Amount
1081,H0210B,Rajesh Agarwal HUF,RAJHF3193L,17290949,9/14/2026,INV/2026/00210,,16290009,Non-Companies-393(1),194C payment - Rajesh Agarwal HUF,748867.73,634633.67,9/18/2026,KA,2310000210,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-6346.34
1001,H0211E,Mahesh Shah HUF,MAHHF0335S,8272647,10/7/2026,INV/2026/00211,3400000211,16290009,Non-Companies-393(1),194C payment - Mahesh Shah HUF,230100.13,195000.11,10/24/2026,KZ,2610000211,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-1950.0
1079,H0212A,Prakash Jain HUF,PRAHF7723X,11997810,11/21/2026,INV/2026/00212,3400000212,54210099,Professional- Others,194J payment - Prakash Jain HUF,484009.69,410177.7,11/27/2026,KR,2510000212,JP,Prof.ServFee@10%-IndHUF-NS393(1)6(iii)(b,10,-41017.77
1081,H0213B,Dinesh Gupta HUF,DINHF6286R,14490265,11/26/2026,INV/2026/00213,3400000213,16290009,Non-Companies-393(1),194C payment - Dinesh Gupta HUF,327766.33,277768.08,12/4/2026,AC,1100000213,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-2777.68
1001,H0214B,Sunil Sharma HUF,SUNHF9253G,3400844,1/3/2027,INV/2026/00214,3400000214,54150002,RENTAL CHARGES - IT ASSETS,194I payment - Sunil Sharma HUF,145350.05,123178.01,1/15/2027,KZ,2610000214,IP,PlantMach Rent@2%-NS393(1)2(i),2,-2463.56
1079,H0215G,Amit Verma HUF,AMIHF0888X,8121852,2/15/2027,INV/2026/00215,3400000215,54410009,Commission Expense,194H payment - Amit Verma HUF,173166.35,146751.14,2/25/2027,KZ,2610000215,HP,Comm/Brokerg Ind/HUF/Firm2%NS393(1)1(ii),2,-2935.02
1081,H0216F,Ramesh Kumar HUF Unit-11,RAMHZ7318N,10559748,2/15/2027,INV/2026/00216,3400000216,54080001,Interest Expense - Others,194A payment - Ramesh Kumar HUF Unit-11,29436.39,24946.09,3/7/2027,KZ,2610000216,AP,Interest Other Than Securities@10%,10,-2494.61
1001,H0217H,Suresh Chandra HUF Unit-12,SURHZ0454G,10246036,4/10/2026,INV/2026/00217,3400000217,54470200,INCENTIVE SPARE PART,194R payment - Suresh Chandra HUF Unit-12,145302.36,123137.59,4/17/2026,KA,2310000217,MI,Ben. 194R @ 10% COM PAN-N/S-393(1)8(iv),10,-12313.76
1079,T0218D,Yuvashakti Foundation,YUVTN0584V,21617257,5/22/2026,INV/2026/00218,,16290008,GR/IR-Indirect Good,194C payment - Yuvashakti Foundation,437576.69,370827.7,5/24/2026,KA,2310000218,CP,Firm - 2%-New Sec-393(1)6(i),2,-7416.55
1081,T0219A,Bharatiya Vidya Bhavan Trust,BHATT4950E,5838434,5/20/2026,INV/2026/00219,3400000219,16290019,Non-Comp-393(1)6(ii),194J payment - Bharatiya Vidya Bhavan Trust,933998.19,791523.89,6/9/2026,KA,2310000219,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-79152.39
1001,T0220H,Sri Ramakrishna Mission Trust,SRITT1331W,22713226,6/26/2026,INV/2026/00220,,16290054,OTH-393(1)8(ii),194Q payment - Sri Ramakrishna Mission Trust,1044835.22,885453.58,7/7/2026,KA,2310000220,LP,Purc of Good-0.1%PMTCOM-PNS393(1)8(ii),0.1,-885.45
1079,T0221A,Helpage India Trust,HELTT9853K,12654094,7/23/2026,INV/2026/00221,,16290008,GR/IR-Indirect Good,194C payment - Helpage India Trust,657594.18,557283.2,8/3/2026,KA,2310000221,CP,Firm - 2%-New Sec-393(1)6(i),2,-11145.66
1081,T0222C,CRY Child Rights Trust,CRYTT7530J,2910696,9/24/2026,INV/2026/00222,,16290019,Non-Comp-393(1)6(ii),194J payment - CRY Child Rights Trust,398714.08,337893.29,9/26/2026,AC,1100000222,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-33789.33
1001,T0223D,Akshaya Patra Foundation,AKSTN7883I,11134230,9/24/2026,INV/2026/00223,,50258000,Purch Offset Account,194Q payment - Akshaya Patra Foundation,2614945.53,2216055.53,10/1/2026,KZ,2610000223,LP,Purc of Good-0.1%PMTCOM-PNS393(1)8(ii),0.1,-2216.06
1079,T0224E,GiveIndia Foundation,GIVTN7946U,9334841,11/22/2026,INV/2026/00224,3400000224,54150002,RENTAL CHARGES - IT ASSETS,194I payment - GiveIndia Foundation,288024.14,244088.25,11/28/2026,KZ,2610000224,IP,PlantMach Rent@2%-NS393(1)2(i),2,-4881.76
1081,T0225E,Smile Foundation Trust,SMITT6108A,6113578,11/29/2026,INV/2026/00225,3400000225,54410009,Commission Expense,194H payment - Smile Foundation Trust,84287.87,71430.4,12/13/2026,KR,2510000225,HP,Comm/Brokerg Ind/HUF/Firm2%NS393(1)1(ii),2,-1428.61
1001,T0226A,Pratham Education Foundation,PRATN4710P,9443647,12/25/2026,INV/2026/00226,3400000226,54080001,Interest Expense - Others,194A payment - Pratham Education Foundation,138283.22,117189.17,1/1/2027,KR,2510000226,AP,Interest Other Than Securities@10%,10,-11718.92
1079,T0227B,Teach For India Trust,TEATT5339W,2157500,1/31/2027,INV/2026/00227,3400000227,54470200,INCENTIVE SPARE PART,194R payment - Teach For India Trust,91522.65,77561.57,2/16/2027,AC,1100000227,MI,Ben. 194R @ 10% COM PAN-N/S-393(1)8(iv),10,-7756.16
1081,A0228G,Irrigation Association of India,IRRAA5116R,12232293,3/13/2027,INV/2026/00228,3400000228,16290008,GR/IR-Indirect Good,194C payment - Irrigation Association of Indi,826213.98,700181.34,3/28/2027,KZ,2610000228,CP,Firm - 2%-New Sec-393(1)6(i),2,-14003.63
1001,A0229H,Automotive Component Manufacturers Association,AUTAN9861M,15332925,4/1/2026,INV/2026/00229,,54200001,Non-Comp-393(1)6(ii),194J payment - Automotive Component Manufactu,715881.9,606679.58,4/1/2026,KR,2510000229,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-60667.96
1079,A0230B,Confederation of Indian Industry,CONAY5774S,9310568,4/29/2026,INV/2026/00230,3400000230,16290054,OTH-393(1)8(ii),194Q payment - Confederation of Indian Indust,1173610.19,994584.91,5/19/2026,KA,2310000230,LP,Purc of Good-0.1%PMTCOM-PNS393(1)8(ii),0.1,-994.58
1081,A0231D,Federation of Indian Chambers of Commerce,FEDAE5542K,21336514,6/7/2026,INV/2026/00231,3400000231,16290008,GR/IR-Indirect Good,194C payment - Federation of Indian Chambers ,58448.63,49532.74,6/21/2026,KR,2510000231,CP,Firm - 2%-New Sec-393(1)6(i),2,-990.65
1001,A0232B,Indian Machine Tool Manufacturers Association,INDAN5263D,2219715,7/6/2026,INV/2026/00232,3400000232,54200001,Non-Comp-393(1)6(ii),194J payment - Indian Machine Tool Manufactur,537268.51,455312.3,7/17/2026,KR,2510000232,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-45531.23
1079,A0233E,Electronics Industries Association of India,ELEAA6571Z,7306898,8/14/2026,INV/2026/00233,3400000233,16290053,COMP-393(1)8(ii),194Q payment - Electronics Industries Associa,1955557.17,1657251.84,8/23/2026,AC,1100000233,LP,Purc of Good-0.1%PMTCOM-PNS393(1)8(ii),0.1,-1657.25
1081,A0234E,Builders Association of India,BUIAA9240B,9778939,8/20/2026,INV/2026/00234,,54150001,Rent - Office Building,194I payment - Builders Association of India,204693.8,173469.32,9/4/2026,KR,2510000234,IP,LandBldg/Fur Ind/HUF/Fim10%NS393(1)2(ii),10,-17346.93
1001,A0235A,Indian Plumbing Association,INDAN2484H,6628633,9/19/2026,INV/2026/00235,,54410009,Commission Expense,194H payment - Indian Plumbing Association,84041.48,71221.59,10/9/2026,AC,1100000235,HP,Comm/Brokerg Ind/HUF/Firm2%NS393(1)1(ii),2,-1424.43
1079,LDC0241A,Lower Deduction Certificate Ltd,LOWCD2468H,3018551,11/3/2026,INV/2026/00236,3400000236,54080001,Interest Expense - Others,194A payment - Lower Deduction Certificate Lt,112741.05,95543.26,11/9/2026,AC,1100000236,AP,Interest Other Than Securities@10%,1,-955.43
1081,LDC0242H,LDC Rate Engineering Works,LDCFS0783X,5025179,12/20/2026,INV/2026/00237,3400000237,54470200,INCENTIVE SPARE PART,194R payment - LDC Rate Engineering Works,73029.81,61889.67,12/23/2026,KR,2510000237,MI,Ben. 194R @ 10% COM PAN-N/S-393(1)8(iv),0.5,-309.45
1001,LDC0243G,Expired LDC Consulting Pvt Ltd,EXPCD5434U,9708263,1/15/2027,INV/2026/00238,3400000238,16290008,GR/IR-Indirect Good,194C payment - Expired LDC Consulting Pvt Ltd,890602.5,754747.88,1/22/2027,KZ,2610000238,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-15094.96
1079,QTH0244D,Threshold Goods Suppliers Pvt Ltd,THRCD7444Y,3102636,2/4/2027,INV/2026/00239,3400000239,16290019,Non-Comp-393(1)6(ii),194J payment - Threshold Goods Suppliers Pvt ,102084.61,86512.38,2/23/2027,AC,1100000239,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-8651.24
1081,QTH0245F,Mega Purchase Components Ltd,MEGCD2355D,24524811,3/1/2027,INV/2026/00240,,16290053,COMP-393(1)8(ii),194Q payment - Mega Purchase Components Ltd,1906278.2,1615490.0,3/7/2027,KR,2510000240,LP,Purc of Good-0.1%PMTCOM-PNS393(1)8(ii),0.1,-1615.49
1001,QTH0246F,Below Threshold Parts India Ltd,BELCD0690T,19285293,4/1/2026,INV/2026/00241,,16290008,GR/IR-Indirect Good,194C payment - Below Threshold Parts India Lt,763696.4,647200.34,4/9/2026,KZ,2610000241,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-12944.01
1079,ADV0247A,Advance Payment Contractors Pvt Ltd,ADVCD8622X,13401053,5/2/2026,INV/2026/00242,3400000242,54200001,Non-Comp-393(1)6(ii),194J payment - Advance Payment Contractors Pv,950245.47,805292.77,5/2/2026,KR,2510000242,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-80529.28
1081,ADV0248A,Partial Advance Builders,PARFS8243S,6358233,6/25/2026,INV/2026/00243,,50080002,Retro Price Chan-Mat,194Q payment - Partial Advance Builders,2237578.45,1896252.92,6/27/2026,KR,2510000243,LP,Purc of Good-0.1%PMTCOM-PNS393(1)8(ii),0.1,-1896.25
1001,DUP0249E,Duplicate Invoice Systems Ltd,DUPCD6474G,9636034,7/1/2026,INV/2026/00244,,54150001,Rent - Office Building,194I payment - Duplicate Invoice Systems Ltd,181349.95,153686.4,7/16/2026,KR,2510000244,IP,LandBldg/Fur Ind/HUF/Fim10%NS393(1)2(ii),10,-15368.64
1079,DUP0250B,Duplicate Payment Traders,DUPFS9722M,4396294,8/6/2026,INV/2026/00245,3400000245,54410009,Commission Expense,194H payment - Duplicate Payment Traders,143931.96,121976.24,8/15/2026,KZ,2610000245,HP,Comm/Brokerg Ind/HUF/Firm2%NS393(1)1(ii),2,-2439.52
1081,CRN0251D,Credit Note Solutions Pvt Ltd,CRECD8281T,23932383,8/25/2026,INV/2026/00246,3400000246,54080001,Interest Expense - Others,194A payment - Credit Note Solutions Pvt Ltd,97667.61,82769.16,9/6/2026,KZ,2610000246,AP,Interest Other Than Securities@10%,10,-8276.92
1001,DBN0252H,Debit Note Materials Ltd,DEBCD6434Z,14175253,10/12/2026,INV/2026/00247,,54470200,INCENTIVE SPARE PART,194R payment - Debit Note Materials Ltd,348515.02,295351.71,10/21/2026,KZ,2610000247,MI,Ben. 194R @ 10% COM PAN-N/S-393(1)8(iv),10,-29535.17
1079,REV0253F,Reverse Entry Services Pvt Ltd,REVCD1178E,4166861,11/18/2026,INV/2026/00248,3400000248,16290008,GR/IR-Indirect Good,194C payment - Reverse Entry Services Pvt Ltd,153446.87,130039.72,11/22/2026,KA,2310000248,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-2600.79
1081,ADJ0254G,Adjustment Entry Works,ADJFS8290B,6712894,12/7/2026,INV/2026/00249,3400000249,16290019,Non-Comp-393(1)6(ii),194J payment - Adjustment Entry Works,976834.95,827826.23,12/18/2026,AC,1100000249,JI,TechServFees@2%-IndHUF:NS393(1)6(iii)(a),2,-16556.52
1001,WRG0256B,Wrong Section Mapping Pvt Ltd,WROCD4607S,24995660,12/31/2026,INV/2026/00250,3400000250,50080002,Retro Price Chan-Mat,194Q payment - Wrong Section Mapping Pvt Ltd,1714588.79,1453041.35,1/16/2027,KA,2310000250,LP,Purc of Good-0.1%PMTCOM-PNS393(1)8(ii),0.1,-1453.04
1079,WRG0257C,Wrong Rate Contractors,WROFS4825X,14889517,2/4/2027,INV/2026/00251,,16290008,GR/IR-Indirect Good,194C payment - Wrong Rate Contractors,939562.87,796239.72,2/23/2027,KR,2510000251,CP,Firm - 2%-New Sec-393(1)6(i),2,-15924.79
1081,GLX0258E,Wrong GL Mapping Services Ltd,WROCD2387Z,12816894,3/23/2027,INV/2026/00252,3400000252,16290019,Non-Comp-393(1)6(ii),194J payment - Wrong GL Mapping Services Ltd,713947.07,605039.89,3/25/2027,KZ,2610000252,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-60503.99
1001,MIX0259D,Mixed Issues Engineering Ltd,MIXCD6355P,4958337,4/2/2026,INV/2026/00253,3400000253,16290054,OTH-393(1)8(ii),194Q payment - Mixed Issues Engineering Ltd,1014382.32,859646.03,4/13/2026,KR,2510000253,LP,Purc of Good-0.1%PMTCOM-PNS393(1)8(ii),0.1,-859.65
1079,MUL0260H,Multi Invoice Vendor Pvt Ltd,MULCD3317H,1612288,5/11/2026,INV/2026/00254,3400000254,54150001,Rent - Office Building,194I payment - Multi Invoice Vendor Pvt Ltd,157595.16,133555.22,5/22/2026,AC,1100000254,IP,LandBldg/Fur Ind/HUF/Fim10%NS393(1)2(ii),10,-13355.52
1081,D0001C,Tata Steel Ltd,TATCD6763J,12841272,5/30/2026,INV/2026/00255,3400000255,54410009,Commission Expense,194H payment - Tata Steel Ltd,39987.55,33887.75,6/2/2026,AC,1100000255,HP,Comm/Brokerg Ind/HUF/Firm2%NS393(1)1(ii),2,-677.75
1001,D0002G,Larsen & Toubro Ltd,LARCD7595X,21727390,7/15/2026,INV/2026/00256,3400000256,16290008,GR/IR-Indirect Good,194C payment - Larsen & Toubro Ltd,113082.66,95832.76,7/21/2026,KR,2510000256,CP,Cont. Cos - 2%-New Sec-393(1)6(i),0,0.0
1079,D0003H,Infosys Ltd,INFCD8748Y,9828960,8/7/2026,INV/2026/00257,3400000257,54470200,INCENTIVE SPARE PART,194R payment - Infosys Ltd,207864.84,176156.64,8/23/2026,AC,1100000257,MI,Ben. 194R @ 10% COM PAN-N/S-393(1)8(iv),10,-17615.66
1081,D0004H,Siemens Ltd,SIECD8419P,19736041,9/14/2026,INV/2026/00258,3400000258,16290008,GR/IR-Indirect Good,194C payment - Siemens Ltd,587396.22,497793.41,9/15/2026,KR,2510000258,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-9955.87
1001,D0005E,Blue Star Ltd,BLUCD2478R,16943460,9/29/2026,INV/2026/00259,3400000259,54210099,Professional- Others,194J payment - Blue Star Ltd,635122.27,538239.21,10/8/2026,KR,2510000259,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-53823.92
1079,D0006C,Bosch Ltd,BOSCD8085Y,5510983,10/22/2026,INV/2026/00260,3400000260,50080002,Retro Price Chan-Mat,194Q payment - Bosch Ltd,1413611.22,1197975.61,11/9/2026,AC,1100000260,LP,Purc of Good-0.1%PMTCOM-PNS393(1)8(ii),0.1,-1197.98
1081,D0007H,Cummins India Ltd,CUMCD7918O,19282759,12/11/2026,INV/2026/00261,3400000261,16290008,GR/IR-Indirect Good,194C payment - Cummins India Ltd,857678.73,726846.38,12/28/2026,KR,2510000261,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-14536.93
1001,D0008C,ABB India Ltd,ABBCD8474U,8509229,12/19/2026,INV/2026/00262,,54210099,Professional- Others,194J payment - ABB India Ltd,398630.77,337822.69,1/2/2027,KR,2510000262,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-33782.27
1079,D0009F,Thermax Ltd,THECD7429L,14509563,1/29/2027,INV/2026/00263,,50080002,Retro Price Chan-Mat,194Q payment - Thermax Ltd,947320.4,802813.9,2/10/2027,AC,1100000263,LP,Purc of Good-0.1%PMTCOM-PNS393(1)8(ii),0.1,-802.81
1081,D0010E,Kirloskar Brothers Ltd,KIRCD7366R,22099834,3/20/2027,INV/2026/00264,3400000264,54150002,RENTAL CHARGES - IT ASSETS,194I payment - Kirloskar Brothers Ltd,92550.11,78432.3,3/25/2027,KA,2310000264,IP,LandBldg/Fur Ind/HUF/Fim10%NS393(1)2(ii),10,-7843.23
1001,D0011H,Voltas Ltd,VOLCD7228J,2983197,4/7/2026,INV/2026/00265,,54410009,Commission Expense,194H payment - Voltas Ltd,136766.99,115904.23,4/19/2026,KR,2510000265,HP,Comm/Brokerg Ind/HUF/Firm2%NS393(1)1(ii),2,-2318.08
1079,D0012E,Godrej & Boyce Mfg Co Ltd,GODCD8938D,1046741,5/10/2026,INV/2026/00266,3400000266,54080001,Interest Expense - Others,194A payment - Godrej & Boyce Mfg Co Ltd,115143.13,97578.92,5/24/2026,KR,2510000266,AP,Interest Other Than Securities@10%,10,-9757.89
1081,D0013F,Hindustan Unilever Ltd,HINCD6685P,1601975,5/24/2026,INV/2026/00267,3400000267,54470200,INCENTIVE SPARE PART,194R payment - Hindustan Unilever Ltd,288194.69,244232.79,6/8/2026,KA,2310000267,MI,Ben. 194R @ 10% COM PAN-N/S-393(1)8(iv),10,-24423.28
1001,D0014D,Asian Paints Ltd,ASICD8115B,4140136,7/14/2026,INV/2026/00268,3400000268,16290008,GR/IR-Indirect Good,194C payment - Asian Paints Ltd,146186.83,123887.14,7/25/2026,KA,2310000268,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-2477.74
1079,D0015E,Bharat Forge Ltd,BHACD3246R,16089123,7/29/2026,INV/2026/00269,3400000269,54200001,Non-Comp-393(1)6(ii),194J payment - Bharat Forge Ltd,775899.64,657542.07,8/4/2026,KR,2510000269,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-65754.21
1081,D0016E,Mahindra Logistics Ltd,MAHCD0933R,3824628,8/26/2026,INV/2026/00270,3400000270,16290053,COMP-393(1)8(ii),194Q payment - Mahindra Logistics Ltd,2809533.1,2380960.25,9/4/2026,AC,1100000270,LP,Purc of Good-0.1%PMTCOM-PNS393(1)8(ii),0.1,-2380.96
1001,D0017A,Castrol India Ltd,CASCD8544E,18443121,9/22/2026,INV/2026/00271,3400000271,16290008,GR/IR-Indirect Good,194C payment - Castrol India Ltd,921230.65,780703.94,10/6/2026,KA,2310000271,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-15614.08
1079,D0018C,SKF India Ltd,SKFCD8142T,11318397,10/16/2026,INV/2026/00272,3400000272,16290019,Non-Comp-393(1)6(ii),194J payment - SKF India Ltd,908953.12,770299.25,11/4/2026,KA,2310000272,JI,TechServFees@2%-IndHUF:NS393(1)6(iii)(a),2,-15405.98
1081,D0019C,Timken India Ltd,TIMCD4475C,7734584,12/10/2026,INV/2026/00273,3400000273,50080002,Retro Price Chan-Mat,194Q payment - Timken India Ltd,2404684.36,2037868.1,12/23/2026,KA,2310000273,LP,Purc of Good-0.1%PMTCOM-PNS393(1)8(ii),0.1,-2037.87
1001,D0020F,Schaeffler India Ltd,SCHCD3146B,6458272,1/17/2027,INV/2026/00274,3400000274,54150002,RENTAL CHARGES - IT ASSETS,194I payment - Schaeffler India Ltd,306762.17,259967.94,1/21/2027,KR,2510000274,IP,PlantMach Rent@2%-NS393(1)2(i),2,-5199.36
1079,D0021B,Honeywell Automation India Ltd,HONCD0939S,21329479,2/13/2027,INV/2026/00275,3400000275,54410009,Commission Expense,194H payment - Honeywell Automation India Ltd,54877.1,46506.02,2/28/2027,KZ,2610000275,HP,Comm/Brokerg Ind/HUF/Firm2%NS393(1)1(ii),2,-930.12
1081,D0022B,Emerson Process Management India Pvt Ltd,EMECD9051B,10803715,3/19/2027,INV/2026/00276,,54080001,Interest Expense - Others,194A payment - Emerson Process Management Ind,167605.69,142038.72,3/27/2027,KA,2310000276,AP,Interest Other Than Securities@10%,10,-14203.87
1001,D0023E,Schneider Electric India Pvt Ltd,SCHCD3744S,15524662,4/1/2026,INV/2026/00277,3400000277,54470200,INCENTIVE SPARE PART,194R payment - Schneider Electric India Pvt L,193309.89,163821.94,4/12/2026,AC,1100000277,MI,Ben. 194R @ 10% COM PAN-N/S-393(1)8(iv),10,-16382.19
1079,D0024C,Rockwell Automation India Pvt Ltd,ROCCD1209B,5959453,4/27/2026,INV/2026/00278,,16290008,GR/IR-Indirect Good,194C payment - Rockwell Automation India Pvt ,617237.95,523083.01,5/9/2026,AC,1100000278,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-10461.66
1081,D0025H,Endress Hauser India Pvt Ltd,ENDCD0217T,9297841,6/14/2026,INV/2026/00279,3400000279,16290019,Non-Comp-393(1)6(ii),194J payment - Endress Hauser India Pvt Ltd,500144.22,423851.03,6/27/2026,KA,2310000279,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-42385.1
1001,D0026D,Atlas Copco India Ltd,ATLCD6727M,24465048,6/25/2026,INV/2026/00280,,16290053,COMP-393(1)8(ii),194Q payment - Atlas Copco India Ltd,2730801.83,2314238.84,7/3/2026,KZ,2610000280,LP,Purc of Good-0.1%PMTCOM-PNS393(1)8(ii),0.1,-2314.24
1079,D0027C,Ingersoll Rand India Ltd,INGCD3014J,9298796,8/19/2026,INV/2026/00281,3400000281,16290008,GR/IR-Indirect Good,194C payment - Ingersoll Rand India Ltd,978742.35,829442.67,8/25/2026,KA,2310000281,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-16588.85
1081,D0028G,Danfoss Industries Pvt Ltd,DANCD2051Z,15777342,9/15/2026,INV/2026/00282,3400000282,54210099,Professional- Others,194J payment - Danfoss Industries Pvt Ltd,102720.88,87051.59,9/26/2026,AC,1100000282,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-8705.16
1001,D0029B,Sandvik Asia Pvt Ltd,SANCD4390G,23004778,10/23/2026,INV/2026/00283,3400000283,50080002,Retro Price Chan-Mat,194Q payment - Sandvik Asia Pvt Ltd,1715741.64,1454018.34,10/24/2026,KR,2510000283,LP,Purc of Good-0.1%PMTCOM-PNS393(1)8(ii),0.1,-1454.02
1079,D0030C,Kennametal India Ltd,KENCD6442L,2074226,11/2/2026,INV/2026/00284,,54150001,Rent - Office Building,194I payment - Kennametal India Ltd,448470.86,380060.05,11/22/2026,KA,2310000284,IP,LandBldg/Fur Ind/HUF/Fim10%NS393(1)2(ii),10,-38006.0
1081,D0031D,Mitsubishi Electric India Pvt Ltd,MITCD9977Y,14785825,12/5/2026,INV/2026/00285,3400000285,54410009,Commission Expense,194H payment - Mitsubishi Electric India Pvt ,174868.35,148193.52,12/14/2026,KZ,2610000285,HP,Comm/Brokerg Ind/HUF/Firm2%NS393(1)1(ii),2,-2963.87
1001,D0032G,Fanuc India Pvt Ltd,FANCD2481Z,19996818,1/3/2027,INV/2026/00286,3400000286,54080001,Interest Expense - Others,194A payment - Fanuc India Pvt Ltd,84697.45,71777.5,1/12/2027,KA,2310000286,AP,Interest Other Than Securities@10%,10,-7177.75
1079,D0033G,Yaskawa India Pvt Ltd,YASCD5509L,5837939,2/5/2027,INV/2026/00287,3400000287,54470200,INCENTIVE SPARE PART,194R payment - Yaskawa India Pvt Ltd,95386.11,80835.69,2/25/2027,KA,2310000287,MI,Ben. 194R @ 10% COM PAN-N/S-393(1)8(iv),10,-8083.57
1081,D0034F,Omron Automation Pvt Ltd,OMRCD4491E,20863106,3/22/2027,INV/2026/00288,3400000288,16290008,GR/IR-Indirect Good,194C payment - Omron Automation Pvt Ltd,911127.44,772141.9,3/26/2027,KR,2510000288,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-15442.84
1001,D0035D,Phoenix Contact India Pvt Ltd,PHOCD6041O,19315513,4/15/2026,INV/2026/00289,3400000289,54200001,Non-Comp-393(1)6(ii),194J payment - Phoenix Contact India Pvt Ltd,864337.56,732489.46,4/25/2026,KZ,2610000289,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-73248.95
1079,D0036E,Wago Controls India Pvt Ltd,WAGCD4099Y,24213405,4/19/2026,INV/2026/00290,3400000290,50258000,Purch Offset Account,194Q payment - Wago Controls India Pvt Ltd,1776446.34,1505463.0,5/9/2026,KZ,2610000290,LP,Purc of Good-0.1%PMTCOM-PNS393(1)8(ii),0.1,-1505.46
1081,D0037C,Rittal India Pvt Ltd,RITCD1454H,8724382,6/1/2026,INV/2026/00291,3400000291,16290008,GR/IR-Indirect Good,194C payment - Rittal India Pvt Ltd,445556.83,377590.53,6/21/2026,AC,1100000291,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-7551.81
1001,D0038D,Hager Electro Pvt Ltd,HAGCD7272R,11730346,7/1/2026,INV/2026/00292,,54200001,Non-Comp-393(1)6(ii),194J payment - Hager Electro Pvt Ltd,491787.15,416768.77,7/21/2026,KR,2510000292,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-41676.88
1079,D0039F,Legrand India Pvt Ltd,LEGCD6149O,11521211,8/3/2026,INV/2026/00293,,50080002,Retro Price Chan-Mat,194Q payment - Legrand India Pvt Ltd,1984395.03,1681690.7,8/13/2026,KA,2310000293,LP,Purc of Good-0.1%PMTCOM-PNS393(1)8(ii),1,-16816.91
1081,D0040A,Havells India Ltd,HAVCD5593M,10129111,8/22/2026,INV/2026/00294,3400000294,54150002,RENTAL CHARGES - IT ASSETS,194I payment - Havells India Ltd,93126.01,78920.35,9/1/2026,KR,2510000294,IP,LandBldg/Fur Ind/HUF/Fim10%NS393(1)2(ii),10,-7892.03
1001,D0041H,Polycab India Ltd,POLCD9182W,17286899,10/19/2026,INV/2026/00295,3400000295,54410009,Commission Expense,194H payment - Polycab India Ltd,104548.44,88600.37,10/20/2026,KR,2510000295,HP,Comm/Brokerg Ind/HUF/Firm2%NS393(1)1(ii),2,-1772.01
1079,D0042G,KEI Industries Ltd,KEICD1017N,21143980,10/29/2026,INV/2026/00296,,54080001,Interest Expense - Others,194A payment - KEI Industries Ltd,22771.64,19298.0,11/11/2026,AC,1100000296,AP,Interest Other Than Securities@10%,10,-1929.8
1081,D0043F,Finolex Cables Ltd,FINCD1530G,19733101,12/7/2026,INV/2026/00297,3400000297,54470200,INCENTIVE SPARE PART,194R payment - Finolex Cables Ltd,254233.43,215452.06,12/27/2026,KZ,2610000297,MI,Ben. 194R @ 10% COM PAN-N/S-393(1)8(iv),0,0.0
1001,D0044G,RR Kabel Ltd,RRKCD9844F,18244806,12/24/2026,INV/2026/00298,3400000298,16290008,GR/IR-Indirect Good,194C payment - RR Kabel Ltd,140817.66,119337.0,1/1/2027,KA,2310000298,CP,Cont. Cos - 2%-New Sec-393(1)6(i),0.5,-596.68
1079,D0045E,Sterlite Technologies Ltd,STECD2659Z,17389006,2/21/2027,INV/2026/00299,3400000299,54210099,Professional- Others,194J payment - Sterlite Technologies Ltd,538206.72,456107.39,2/21/2027,KZ,2610000299,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-45610.74
